"","sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"16","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras hemorragias intracraneales no traumáticas","HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA)",1,2.43516376476318
"17","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADA COMO HEMORRAGICA U OCLUSIVA",2,4.87032752952636
"18","Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otras enfermedades vasculares periféricas","ENFERMEDAD VASCULAR PERIFERICA NO ESPECIFICADA",1,2.43516376476318
"19","Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Flebitis y tromboflebitis","FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES",1,2.43516376476318
"20","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardíaca hipertensiva","ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA)",3,7.30549129428954
"21","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA NO ESPECIFICADA",1,2.43516376476318
"22","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad renal hipertensiva","ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL",2,4.87032752952636
"23","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Hipertensión esencial (primaria)","HIPERTENSION ESENCIAL (PRIMARIA)",1,2.43516376476318
"24","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Angina de pecho","ANGINA DE PECHO NO ESPECIFICADA",1,2.43516376476318
"25","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN",1,2.43516376476318
"26","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN NO ESPECIFICADA",1,2.43516376476318
"27","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN",1,2.43516376476318
"28","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION",7,17.0461463533423
"29","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Otras enfermedades isquémicas agudas del corazón","ENFERMEDAD ISQUEMICA AGUDA DEL CORAZÓN NO ESPECIFICADA",1,2.43516376476318
"30","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Endocarditis, válvula no especificada","ENDOCARDITIS VÁLVULA NO ESPECIFICADA",2,4.87032752952636
"31","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA CONGESTIVA",1,2.43516376476318
"32","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA NO ESPECIFICADA",1,2.43516376476318
"33","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","FIBRILACION Y ALETEO VENTRICULAR",1,2.43516376476318
"34","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",5,12.1758188238159
"35","Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",3,7.30549129428954
"36","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","ENFERMEDAD DEL HÍGADO NO ESPECIFICADA",2,4.87032752952636
"37","Enfermedades del sistema digestivo","Hernia","Hernia diafragmática","HERNIA DIAFRAGMATICA SIN OBSTRUCCION NI GANGRENA",1,2.43516376476318
"38","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",1,2.43516376476318
"39","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS",1,2.43516376476318
"40","Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMORRAGIA GASTROINTESTINAL NO ESPECIFICADA",1,2.43516376476318
"41","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Colelitiasis","CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA",1,2.43516376476318
"42","Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial aguda","NEFRITIS TUBULOINTERSTICIAL AGUDA",2,4.87032752952636
"43","Enfermedades del sistema genitourinario","Otras enfermedades del sistema urinario","Otros trastornos del sistema urinario","INFECCION DE VÍAS URINARIAS SITIO NO ESPECIFICADO",3,7.30549129428954
"44","Enfermedades del sistema nervioso central","Atrofias sistémicas que afectan principalmente el sistema nervioso central","Atrofia muscular espinal y síndromes afines","ENFERMEDADES DE LAS NEURONAS MOTORAS",1,2.43516376476318
"45","Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Enfermedad de Alzheimer","ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA",2,4.87032752952636
"46","Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Trastornos del sistema nervioso autónomo","DEGENERACION DE SISTEMAS MULTIPLES",1,2.43516376476318
"47","Enfermedades del sistema nervioso central","Trastornos extrapiramidales y del movimiento","Enfermedad de Parkinson","ENFERMEDAD DE PARKINSON",1,2.43516376476318
"48","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Esclerosis sistémica","ESCLEROSIS SISTEMICA NO ESPECIFICADA",1,2.43516376476318
"49","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Lupus eritematoso sistémico","LUPUS ERITEMATOSO SISTEMICO SIN OTRA ESPECIFICACION",1,2.43516376476318
"50","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","OTROS SINDROMES SUPERPUESTOS",1,2.43516376476318
"51","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA NO ESPECIFICADO",2,4.87032752952636
"52","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES",5,12.1758188238159
"53","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","BRONCONEUMONIA NO ESPECIFICADA",1,2.43516376476318
"54","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA HIPOSTATICA NO ESPECIFICADA",1,2.43516376476318
"55","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA NO ESPECIFICADA",6,14.6109825885791
"56","Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","OTROS TRASTORNOS DEL PULMÓN",1,2.43516376476318
"57","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","OTRAS ENFERMEDADES PULMÓNARES INTERSTICIALES CON FIBROSIS",6,14.6109825885791
"58","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",1,2.43516376476318
"59","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES",3,7.30549129428954
"60","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",5,12.1758188238159
"61","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES RENALES",3,7.30549129428954
"62","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA SIN MENCIÓN DE COMPLICACIÓN",3,7.30549129428954
"63","Enfermedades endocrinas, nutricionales y metabólicas","Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas","Otros trastornos de la secreción interna del páncreas","HIPOGLICEMIA SIN COMA INDUCIDA POR DROGAS",1,2.43516376476318
"64","Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Otras anomalías cromosómicas, no clasificadas en otra parte","ANOMALIA CROMOSOMICA NO ESPECIFICADA",1,2.43516376476318
"65","Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del corazón","MALFORMACION CONGENITA DEL CORAZÓN NO ESPECIFICADA",1,2.43516376476318
"66","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Muerte sin asistencia","MUERTE SIN ASISTENCIA",2,4.87032752952636
"67","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD",20,48.7032752952636
"68","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales","OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS",2,4.87032752952636
"69","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte","Complicaciones de dispositivos protésicos, implantes e injertos ortopédicos internos","INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS ARTICULAR INTERNA",1,2.43516376476318
"70","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de plaguicidas (pesticidas)","EFECTO TOXICO DE PLAGUICIDA NO ESPECIFICADO",1,2.43516376476318
"71","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del alcohol","EFECTO TOXICO DEL ETANOL",1,2.43516376476318
"72","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del monóxido de carbono","EFECTO TOXICO DEL MONOXIDO DE CARBONO",1,2.43516376476318
"73","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia","ASFIXIA",2,4.87032752952636
"74","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos adversos, no clasificados en otra parte","CHOQUE ANAFILACTICO NO ESPECIFICADO",1,2.43516376476318
"75","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras y corrosiones de múltiples regiones del cuerpo","QUEMADURAS MULTIPLES CON MENCION AL MENOS DE UNA QUEMADURA DE TERCER GRADO",1,2.43516376476318
"76","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara","FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA PARTE NO ESPECIFICADA",1,2.43516376476318
"77","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",3,7.30549129428954
"78","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Fractura de la columna lumbar y de la pelvis","FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS",1,2.43516376476318
"79","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales","TRAUMATISMO DEL HÍGADO Y DE LA VÉSICULA BILIAR",1,2.43516376476318
"80","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Otros traumatismos y los no especificados del tórax","TRAUMATISMO DEL TORAX NO ESPECIFICADO",1,2.43516376476318
"81","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte","OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO",1,2.43516376476318
"82","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados","TRAUMATISMOS MULTIPLES NO ESPECIFICADOS",3,7.30549129428954
"83","Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama","TUMOR MALIGNO DE LA MAMA PARTE NO ESPECIFICADA",2,4.87032752952636
"84","Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno de otras glándulas endocrinas y de las no especificadas","TUMOR BENIGNO DE LA HIPÓFISIS",1,2.43516376476318
"85","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Síndromes mielodisplásicos","OTROS SÍNDROMES MIELODISPLASICOS",1,2.43516376476318
"86","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Síndromes mielodisplásicos","SÍNDROME MIELODISPLÁSICO SIN OTRA ESPECIFICACIÓN",1,2.43516376476318
"87","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE HÍGADO DE VESÍCULA BILIAR Y CONDUCTO BILIAR",1,2.43516376476318
"88","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de otros sitios y de los no especificados","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE SITIO NO ESPECIFICADO",2,4.87032752952636
"89","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO SUPRATENTORIAL",1,2.43516376476318
"90","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno de otros sitios y de los sitios mal definidos","TUMOR MALIGNO DEL ABDOMEN",1,2.43516376476318
"91","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO DE SITIO PRIMARIO DESCONOCIDO ASÍ DESCRITO",1,2.43516376476318
"92","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO NO ESPECIFICADO",3,7.30549129428954
"93","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia de células de tipo no especificado","LEUCEMIA NO ESPECIFICADA",1,2.43516376476318
"94","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado","LINFOMA NO HODGKIN NO ESPECIFICADO",1,2.43516376476318
"95","Tumores [Neoplasias]","Tumores malignos de la glándula tiroides y de otras glándulas endocrinas","Tumor maligno de otras glándulas endocrinas y de estructuras afines","TUMOR MALIGNO DE LA HIPÓFISIS",1,2.43516376476318
"96","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria","TUMOR MALIGNO DE LA VEJIGA URINARIA PARTE NO ESPECIFICADA",1,2.43516376476318
"97","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal","TUMOR MALIGNO DEL RIÑÓN EXCEPTO DE LA PELVIS RENAL",3,7.30549129428954
"98","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la unión rectosigmoidea","TUMOR MALIGNO DE LA UNIÓN RECTOSIGMOIDEA",1,2.43516376476318
"99","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar","TUMOR MALIGNO DE LA VESÍCULA BILIAR",4,9.74065505905272
"100","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","TUMOR MALIGNO DE LA AMPOLLA DE VATER",1,2.43516376476318
"101","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","TUMOR MALIGNO DE LAS VÍAS BILIARES PARTE NO ESPECIFICADA",1,2.43516376476318
"102","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON PARTE NO ESPECIFICADA",6,14.6109825885791
"103","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del esófago","TUMOR MALIGNO DEL ESÓFAGO PARTE NO ESPECIFICADA",3,7.30549129428954
"104","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago","TUMOR MALIGNO DEL ESTOMAGO PARTE NO ESPECIFICADA",9,21.9164738828686
"105","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE VÍAS BILIARES INTRAHEPATICAS",1,2.43516376476318
"106","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DEL PÁNCREAS PARTE NO ESPECIFICADA",1,2.43516376476318
"107","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto","TUMOR MALIGNO DEL RECTO",2,4.87032752952636
"108","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuello del útero","TUMOR MALIGNO DEL CUELLO DEL ÚTERO SIN OTRA ESPECIFICACIÓN",2,4.87032752952636
"109","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de la laringe","TUMOR MALIGNO DE LA LARINGE PARTE NO ESPECIFICADA",1,2.43516376476318
"110","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN PARTE NO ESPECIFICADA",4,9.74065505905272
"111","Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno del paladar","TUMOR MALIGNO DEL PALADAR PARTE NO ESPECIFICADA",1,2.43516376476318
"112","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL ENCÉFALO PARTE NO ESPECIFICADA",1,2.43516376476318
