"","sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"69","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Síndrome de dificultad respiratoria del adulto","SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO",1,2.43516376476318
"70","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica severa, no especificada","DESNUTRICIÓN PROTEICOCALORICA SEVERA NO ESPECIFICADA",1,2.43516376476318
"71","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica, no especificada","DESNUTRICIÓN PROTEICOCALORICA NO ESPECIFICADA",1,2.43516376476318
"72","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES",1,2.43516376476318
"73","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",1,2.43516376476318
"74","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES RENALES",1,2.43516376476318
"75","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA SIN MENCIÓN DE COMPLICACIÓN",2,4.87032752952636
"76","Enfermedades endocrinas, nutricionales y metabólicas","Trastornos de otras glándulas endocrinas","Otros trastornos  de la glándula suprarrenal","OTRAS INSUFICIENCIAS CORTICOSUPRARRENALES Y LAS NO ESPECIFICADAS",1,2.43516376476318
"77","Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico","HIPERPOTASEMIA",1,2.43516376476318
"78","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD",9,21.9164738828686
"79","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales","OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS",4,9.74065505905272
"80","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia , no especificada","DEMENCIA NO ESPECIFICADA",7,17.0461463533423
"81","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia vascular","DEMENCIA VASCULAR NO ESPECIFICADA",2,4.87032752952636
"82","Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de alcohol","SÍNDROME DE DEPENDENCIA DEL ALCOHOL",1,2.43516376476318
"83","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos de cuerpos extraños que penetran por orificios naturales","Cuerpo extraño en las vías respiratorias","CUERPO EXTRAÑO EN LA LARINGE",1,2.43516376476318
"84","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de otros gases, humos y vapores","EFECTO TOXICO DE OTROS GASES HUMOS Y VAPORES ESPECIFICADOS",2,4.87032752952636
"85","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia","ASFIXIA",4,9.74065505905272
"86","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de otras causas externas","AHOGAMIENTO Y SUMERSION NO MORTAL",3,7.30549129428954
"87","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Hipotermia","HIPOTERMIA",1,2.43516376476318
"88","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión, región del cuerpo no especificada","QUEMADURA DE SEGUNDO GRADO REGION DEL CUERPO NO ESPECIFICADA",1,2.43516376476318
"89","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Otros traumatismos y los no especificados de la cabeza","TRAUMATISMO DE LA CABEZA NO ESPECIFICADO",1,2.43516376476318
"90","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",5,12.1758188238159
"91","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DEL CUELLO DEL FÉMUR",2,4.87032752952636
"92","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO NO ESPECIFICADO",2,4.87032752952636
"93","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del antebrazo y del codo","Herida del antebrazo y del codo","HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA",1,2.43516376476318
"94","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo de otros órganos intratorácicos y de los no especificados","HEMOTORAX TRAUMATICO",1,2.43516376476318
"95","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte","OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO",2,4.87032752952636
"96","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados","TRAUMATISMOS MULTIPLES NO ESPECIFICADOS",4,9.74065505905272
"97","Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Otros tumores malignos de la piel","TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA",1,2.43516376476318
"98","Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama","TUMOR MALIGNO DE LA MAMA PARTE NO ESPECIFICADA",2,4.87032752952636
"99","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE HÍGADO DE VESÍCULA BILIAR Y CONDUCTO BILIAR",1,2.43516376476318
"100","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO NO ESPECIFICADO",2,4.87032752952636
"101","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia linfoide","LEUCEMIA LINFOBLASTICA AGUDA ALL O LLA",1,2.43516376476318
"102","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOBLÁSTICA AGUDA AML O LMA",1,2.43516376476318
"103","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOIDE CRÓNICA LMC BCR/ABL-POSITIVA",1,2.43516376476318
"104","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado","LINFOMA NO HODGKIN NO ESPECIFICADO",1,2.43516376476318
"105","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria","TUMOR MALIGNO DE LA VEJIGA URINARIA PARTE NO ESPECIFICADA",1,2.43516376476318
"106","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal","TUMOR MALIGNO DEL RIÑÓN EXCEPTO DE LA PELVIS RENAL",2,4.87032752952636
"107","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar","TUMOR MALIGNO DE LA VESÍCULA BILIAR",5,12.1758188238159
"108","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otros sitios y de los mal definidos de los órganos digestivos","TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ÓRGANOS DIGESTIVOS",1,2.43516376476318
"109","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON PARTE NO ESPECIFICADA",8,19.4813101181054
"110","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del esófago","TUMOR MALIGNO DEL ESÓFAGO PARTE NO ESPECIFICADA",7,17.0461463533423
"111","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago","TUMOR MALIGNO DEL ESTOMAGO PARTE NO ESPECIFICADA",11,26.786801412395
"112","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE CÉLULAS HEPÁTICAS",2,4.87032752952636
"113","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE VÍAS BILIARES INTRAHEPATICAS",1,2.43516376476318
"114","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","TUMOR MALIGNO DEL HÍGADO NO ESPECIFICADO",4,9.74065505905272
"115","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DE LA CABEZA DEL PÁNCREAS",1,2.43516376476318
"116","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DEL PÁNCREAS PARTE NO ESPECIFICADA",4,9.74065505905272
"117","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto","TUMOR MALIGNO DEL RECTO",4,9.74065505905272
"118","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuello del útero","TUMOR MALIGNO DEL CUELLO DEL ÚTERO SIN OTRA ESPECIFICACIÓN",2,4.87032752952636
"119","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuerpo del útero","TUMOR MALIGNO DEL ENDOMETRIO",1,2.43516376476318
"120","Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno de la próstata","TUMOR MALIGNO DE LA PRÓSTATA",5,12.1758188238159
"121","Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno del testículo","TUMOR MALIGNO DEL TESTÍCULO NO ESPECIFICADO",1,2.43516376476318
"122","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN PARTE NO ESPECIFICADA",5,12.1758188238159
"123","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL CEREBRO EXCEPTO LÓBULOS Y VENTRÍCULOS",3,7.30549129428954
