"","sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"11","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia subaracnoidea","HEMORRAGIA SUBARACNOIDEA NO ESPECIFICADA",2,4.87032752952636
"12","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras enfermedades cerebrovasculares","OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS",1,2.43516376476318
"13","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADA COMO HEMORRAGICA U OCLUSIVA",4,9.74065505905272
"14","Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS",1,2.43516376476318
"15","Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Aneurisma y disección aórticos","ANEURISMA DE LA AORTA TORACICA SIN MENCION DE RUPTURA",1,2.43516376476318
"16","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIAS CARDIACA Y RENAL (CONGESTIVA)",1,2.43516376476318
"17","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA NO ESPECIFICADA",1,2.43516376476318
"18","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad renal hipertensiva","ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL",3,7.30549129428954
"19","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Hipertensión esencial (primaria)","HIPERTENSION ESENCIAL (PRIMARIA)",4,9.74065505905272
"20","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN NO ESPECIFICADA",2,4.87032752952636
"21","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION",11,26.786801412395
"22","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR",2,4.87032752952636
"23","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR",1,2.43516376476318
"24","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Fibrilación y aleteo auricular","FIBRILACION  AURICULAR cronica",1,2.43516376476318
"25","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Fibrilación y aleteo auricular","FIBRILACION Y ALETEO AURICULAR no especificado",2,4.87032752952636
"26","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA CONGESTIVA",1,2.43516376476318
"27","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","ARRITMIA CARDIACA NO ESPECIFICADA",1,2.43516376476318
"28","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula aórtica","ESTENOSIS (DE LA VÁLVULA) AORTICA",1,2.43516376476318
"29","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Trastornos no reumáticos de la válvula mitral","INSUFICIENCIA (DE LA VÁLVULA) MITRAL",1,2.43516376476318
"30","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","CIRROSIS HEPATICA ALCOHOLICA",3,7.30549129428954
"31","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",4,9.74065505905272
"32","Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",1,2.43516376476318
"33","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","ENFERMEDAD DEL HÍGADO NO ESPECIFICADA",1,2.43516376476318
"34","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","SINDROME HEPATORRENAL",1,2.43516376476318
"35","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","HEPATITIS AUTOINMUNE",1,2.43516376476318
"36","Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS NO ESPECIFICADA",1,2.43516376476318
"37","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",3,7.30549129428954
"38","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS AGUDA NO ESPECIFICADA",1,2.43516376476318
"39","Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial aguda","NEFRITIS TUBULOINTERSTICIAL AGUDA",2,4.87032752952636
"40","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 5",3,7.30549129428954
"41","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA NO ESPECIFICADA",2,4.87032752952636
"42","Enfermedades del sistema genitourinario","Otras enfermedades del sistema urinario","Otros trastornos del sistema urinario","INFECCION DE VÍAS URINARIAS SITIO NO ESPECIFICADO",5,12.1758188238159
"43","Enfermedades del sistema nervioso central","Atrofias sistémicas que afectan principalmente el sistema nervioso central","Atrofia muscular espinal y síndromes afines","ENFERMEDADES DE LAS NEURONAS MOTORAS",1,2.43516376476318
"44","Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Enfermedad de Alzheimer","ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA",2,4.87032752952636
"45","Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","ENCEFALOPATIA NO ESPECIFICADA",1,2.43516376476318
"46","Enfermedades del sistema nervioso central","Trastornos episódicos y paroxísticos","Epilepsia","OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS",1,2.43516376476318
"47","Enfermedades del sistema nervioso central","Trastornos extrapiramidales y del movimiento","Enfermedad de Parkinson","ENFERMEDAD DE PARKINSON",4,9.74065505905272
"48","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Otros trastornos de los tejidos blandos","Trastornos fibroblásticos","FASCITIS NECROTIZANTE",1,2.43516376476318
"49","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis reumatoides","ARTRITIS REUMATOIDE NO ESPECIFICADA",2,4.87032752952636
"50","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Lupus eritematoso sistémico","LUPUS ERITEMATOSO SISTEMICO CON COMPROMISO DE ÓRGANOS O SISTEMAS",2,4.87032752952636
"51","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA NO ESPECIFICADO",1,2.43516376476318
"52","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES",3,7.30549129428954
"53","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA NO ESPECIFICADA",5,12.1758188238159
"54","Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a sólidos y líquidos","NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO",5,12.1758188238159
"55","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA BACTERIANA NO ESPECIFICADA",1,2.43516376476318
"56","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA HIPOSTATICA NO ESPECIFICADA",2,4.87032752952636
"57","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA LOBAR NO ESPECIFICADA",1,2.43516376476318
"58","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA NO ESPECIFICADA",6,14.6109825885791
"59","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","OTRAS ENFERMEDADES PULMÓNARES INTERSTICIALES CON FIBROSIS",5,12.1758188238159
"60","Enfermedades del sistema respiratorio","Otras infecciones agudas de las vías respiratorias inferiores","Bronquitis aguda","BRONQUITIS AGUDA NO ESPECIFICADO",1,2.43516376476318
"61","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica, no especificada","DESNUTRICIÓN PROTEICOCALORICA NO ESPECIFICADA",2,4.87032752952636
"62","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus asociada con desnutrición","DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",1,2.43516376476318
"63","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus insulinodependiente","DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",1,2.43516376476318
"64","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",1,2.43516376476318
"65","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES",1,2.43516376476318
"66","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",4,9.74065505905272
"67","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS",1,2.43516376476318
"68","Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del corazón","MALFORMACION CONGENITA DEL CORAZÓN NO ESPECIFICADA",1,2.43516376476318
"69","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD",22,53.57360282479
"70","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales","OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS",2,4.87032752952636
"71","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia , no especificada","DEMENCIA NO ESPECIFICADA",5,12.1758188238159
"72","Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de alcohol","SÍNDROME DE DEPENDENCIA DEL ALCOHOL",2,4.87032752952636
"73","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos de cuerpos extraños que penetran por orificios naturales","Cuerpo extraño en las vías respiratorias","CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS PARTE NO ESPECIFICADA",1,2.43516376476318
"74","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico del monóxido de carbono","EFECTO TOXICO DEL MONOXIDO DE CARBONO",1,2.43516376476318
"75","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia","ASFIXIA",7,17.0461463533423
"76","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de otras causas externas","AHOGAMIENTO Y SUMERSION NO MORTAL",3,7.30549129428954
"77","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Hipotermia","HIPOTERMIA",1,2.43516376476318
"78","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de la cabeza","SECUELAS DE TRAUMATISMO INTRACRANEAL",2,4.87032752952636
"79","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","HEMORRAGIA SUBDURAL TRAUMÁTICA",2,4.87032752952636
"80","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",5,12.1758188238159
"81","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Herida del cuello","HERIDA DE CUELLO PARTE NO ESPECIFICADA",1,2.43516376476318
"82","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte","OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO",1,2.43516376476318
"83","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados","TRAUMATISMOS MULTIPLES NO ESPECIFICADOS",2,4.87032752952636
"84","Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Otros tumores malignos de la piel","TUMOR MALIGNO DE LA PIEL SITIO NO ESPECIFICADO",1,2.43516376476318
"85","Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama","TUMOR MALIGNO DE LA MAMA PARTE NO ESPECIFICADA",3,7.30549129428954
"86","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de los órganos genitales femeninos","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ÚTERO",1,2.43516376476318
"87","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO DE SITIO PRIMARIO DESCONOCIDO ASÍ DESCRITO",2,4.87032752952636
"88","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO NO ESPECIFICADO",1,2.43516376476318
"89","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia linfoide","LEUCEMIA LINFOBLASTICA AGUDA ALL O LLA",1,2.43516376476318
"90","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOBLÁSTICA AGUDA AML O LMA",1,2.43516376476318
"91","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOIDE CRÓNICA LMC BCR/ABL-POSITIVA",1,2.43516376476318
"92","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado","LINFOMA NO HODGKIN NO ESPECIFICADO",2,4.87032752952636
"93","Tumores [Neoplasias]","Tumores malignos de la glándula tiroides y de otras glándulas endocrinas","Tumor maligno de la glándula tiroides","TUMOR MALIGNO DE LA GLÁNDULA TIROIDES",2,4.87032752952636
"94","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria","TUMOR MALIGNO DE LA VEJIGA URINARIA PARTE NO ESPECIFICADA",2,4.87032752952636
"95","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal","TUMOR MALIGNO DEL RIÑÓN EXCEPTO DE LA PELVIS RENAL",2,4.87032752952636
"96","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar","TUMOR MALIGNO DE LA VESÍCULA BILIAR",4,9.74065505905272
"97","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","LESIÓN (NEOPLASIA) DE SITIOS CONTIGUOS DE LAS VÍAS BILIARES",1,2.43516376476318
"98","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","TUMOR MALIGNO DE LA AMPOLLA DE VATER",2,4.87032752952636
"99","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","TUMOR MALIGNO DE LAS VÍAS BILIARES PARTE NO ESPECIFICADA",1,2.43516376476318
"100","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON PARTE NO ESPECIFICADA",2,4.87032752952636
"101","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del esófago","TUMOR MALIGNO DEL ESÓFAGO PARTE NO ESPECIFICADA",9,21.9164738828686
"102","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago","TUMOR MALIGNO DEL ESTOMAGO PARTE NO ESPECIFICADA",7,17.0461463533423
"103","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","TUMOR MALIGNO DEL HÍGADO NO ESPECIFICADO",2,4.87032752952636
"104","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto","TUMOR MALIGNO DEL RECTO",3,7.30549129428954
"105","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno de la vulva","TUMOR MALIGNO DE LA VULVA PARTE NO ESPECIFICADA",1,2.43516376476318
"106","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuello del útero","TUMOR MALIGNO DEL CUELLO DEL ÚTERO SIN OTRA ESPECIFICACIÓN",2,4.87032752952636
"107","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del ovario","TUMOR MALIGNO DEL OVARIO",1,2.43516376476318
"108","Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno de la próstata","TUMOR MALIGNO DE LA PRÓSTATA",7,17.0461463533423
"109","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN PARTE NO ESPECIFICADA",3,7.30549129428954
"110","Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Tumor maligno de otros tejidos conjuntivos y de tejidos blandos","TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE SITIO NO ESPECIFICADO",1,2.43516376476318
"111","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL ENCÉFALO PARTE NO ESPECIFICADA",1,2.43516376476318
