"","sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"20","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIAS CARDIACA Y RENAL (CONGESTIVA)",5,12.1758188238159
"21","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad renal hipertensiva","ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL",3,7.30549129428954
"22","Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Hipertensión esencial (primaria)","HIPERTENSION ESENCIAL (PRIMARIA)",4,9.74065505905272
"23","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN",1,2.43516376476318
"24","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN NO ESPECIFICADA",2,4.87032752952636
"25","Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION",10,24.3516376476318
"26","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Cardiomiopatía","CARDIOMIOPATIA DILATADA",1,2.43516376476318
"27","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Complicaciones y descripciones mal definidas de enfermedad cardíaca","ENFERMEDAD CARDIOVASCULAR NO ESPECIFICADA",2,4.87032752952636
"28","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Fibrilación y aleteo auricular","FIBRILACION Y ALETEO AURICULAR no especificado",5,12.1758188238159
"29","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA CONGESTIVA",4,9.74065505905272
"30","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA NO ESPECIFICADA",5,12.1758188238159
"31","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otros trastornos de la conducción","BLOQUEO BIFASCICULAR",1,2.43516376476318
"32","Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","OBSTRUCCION DEL ESOFAGO",1,2.43516376476318
"33","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","CIRROSIS HEPATICA ALCOHOLICA",1,2.43516376476318
"34","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",1,2.43516376476318
"35","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","HÍGADO ALCOHOLICO ADIPOSO",1,2.43516376476318
"36","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","INSUFICIENCIA HEPATICA ALCOHOLICA",2,4.87032752952636
"37","Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",3,7.30549129428954
"38","Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA NO ESPECIFICADA",1,2.43516376476318
"39","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades inflamatorias del hígado","ABSCESO DEL HÍGADO",1,2.43516376476318
"40","Enfermedades del sistema digestivo","Enfermedades del peritoneo","Otros trastornos del peritoneo","HEMOPERITONEO",1,2.43516376476318
"41","Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS AGUDA",2,4.87032752952636
"42","Enfermedades del sistema digestivo","Hernia","Hernia femoral","HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA CON OBSTRUCCION SIN GANGRENA",1,2.43516376476318
"43","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",1,2.43516376476318
"44","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS",1,2.43516376476318
"45","Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMATEMESIS",1,2.43516376476318
"46","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Otras enfermedades de las vías biliares","COLANGITIS",1,2.43516376476318
"47","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS AGUDA NO ESPECIFICADA",2,4.87032752952636
"48","Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial aguda","NEFRITIS TUBULOINTERSTICIAL AGUDA",1,2.43516376476318
"49","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 1",1,2.43516376476318
"50","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA NO ESPECIFICADA",2,4.87032752952636
"51","Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal aguda","INSUFICIENCIA RENAL AGUDA NO ESPECIFICADA",4,9.74065505905272
"52","Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal no especificada","INSUFICIENCIA RENAL NO ESPECIFICADA",1,2.43516376476318
"53","Enfermedades del sistema genitourinario","Otras enfermedades del sistema urinario","Otros trastornos del sistema urinario","INFECCION DE VÍAS URINARIAS SITIO NO ESPECIFICADO",2,4.87032752952636
"54","Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Enfermedad de Alzheimer","ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA",8,19.4813101181054
"55","Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Parálisis cerebral","PARALISIS CEREBRAL INFANTIL SIN OTRA ESPECIFICACION",1,2.43516376476318
"56","Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Paraplejía y cuadriplejía","CUADRIPLEJIA ESPASTICA",1,2.43516376476318
"57","Enfermedades del sistema nervioso central","Parálisis cerebral y otros síndromes paralíticos","Paraplejía y cuadriplejía","PARAPLEJIA ESPASTICA",1,2.43516376476318
"58","Enfermedades del sistema nervioso central","Trastornos episódicos y paroxísticos","Epilepsia","ATAQUES DE GRAN MAL NO ESPECIFICADOS (CON O SIN PEQUEÑO MAL)",1,2.43516376476318
"59","Enfermedades del sistema nervioso central","Trastornos episódicos y paroxísticos","Epilepsia","EPILEPSIA TIPO NO ESPECIFICADO",1,2.43516376476318
"60","Enfermedades del sistema nervioso central","Trastornos extrapiramidales y del movimiento","Enfermedad de Parkinson","ENFERMEDAD DE PARKINSON",1,2.43516376476318
"61","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Poliartropatías inflamatorias","Otras artritis reumatoides","ARTRITIS REUMATOIDE NO ESPECIFICADA",1,2.43516376476318
"62","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Otro compromiso sistémico del tejido conjuntivo","COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO NO ESPECIFICADO",1,2.43516376476318
"63","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA NO ESPECIFICADO",1,2.43516376476318
"64","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Enfisema","ENFISEMA NO ESPECIFICADO",1,2.43516376476318
"65","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES",1,2.43516376476318
"66","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA NO ESPECIFICADA",4,9.74065505905272
"67","Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a sólidos y líquidos","NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO",1,2.43516376476318
"68","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA BACTERIANA NO ESPECIFICADA",1,2.43516376476318
"69","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA NO ESPECIFICADA",2,4.87032752952636
"70","Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Insuficiencia respiratoria, no clasificada en otra parte","INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA",1,2.43516376476318
"71","Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS",2,4.87032752952636
"72","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Edema pulmonar","EDEMA PULMÓNAR",1,2.43516376476318
"73","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","OTRAS ENFERMEDADES PULMÓNARES INTERSTICIALES CON FIBROSIS",5,12.1758188238159
"74","Enfermedades del sistema respiratorio","Otras infecciones agudas de las vías respiratorias inferiores","Infección aguda no especificada de las vías respiratorias inferiores","INFECCION AGUDA NO ESPECIFICADA DE LAS VÍAS RESPIRATORIAS INFERIORES",1,2.43516376476318
"75","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica severa, no especificada","DESNUTRICIÓN PROTEICOCALORICA SEVERA NO ESPECIFICADA",3,7.30549129428954
"76","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES MÚLTIPLES",1,2.43516376476318
"77","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS",1,2.43516376476318
"78","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA SIN MENCIÓN DE COMPLICACIÓN",2,4.87032752952636
"79","Enfermedades endocrinas, nutricionales y metabólicas","Obesidad y otros tipos de hiperalimentación","Obesidad","OBESIDAD NO ESPECIFICADA",1,2.43516376476318
"80","Enfermedades endocrinas, nutricionales y metabólicas","Obesidad y otros tipos de hiperalimentación","Obesidad","OTROS TIPOS DE OBESIDAD",1,2.43516376476318
"81","Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Malformaciones congénitas de las grandes arterias","COARTACION DE LA AORTA",1,2.43516376476318
"82","Malformaciones congénitas, deformidades y anomalías cromosómicas","Malformaciones congénitas del sistema circulatorio","Otras malformaciones congénitas del sistema vascular periférico","MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO NO ESPECIFICADA",1,2.43516376476318
"83","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD",12,29.2219651771582
"84","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Malestar y fatiga","MALESTAR Y FATIGA",1,2.43516376476318
"85","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales","OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS",4,9.74065505905272
"86","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas circulatorio y respiratorio","Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio","ASFIXIA",1,2.43516376476318
"87","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas nervioso y osteomuscular","Anormalidades de la marcha y de la movilidad","INMOVILIDAD",1,2.43516376476318
"88","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia , no especificada","DEMENCIA NO ESPECIFICADA",5,12.1758188238159
"89","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física","TRASTORNO COGNOSCITIVO LEVE (ORGÁNICO)",1,2.43516376476318
"90","Trastornos mentales y del comportamiento","Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas","Trastornos mentales y del comportamiento debidos al uso de alcohol","SÍNDROME DE DEPENDENCIA DEL ALCOHOL",2,4.87032752952636
"91","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Efectos tóxicos de sustancias de procedencia principalmente no medicinal","Efecto tóxico de otros gases, humos y vapores","EFECTO TOXICO DE OTROS GASES HUMOS Y VAPORES ESPECIFICADOS",2,4.87032752952636
"92","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Envenenamiento por drogas, medicamentos y sustancias biológicas","Envenenamiento por diuréticos y otras drogas, medicamentos y sustancias biológicas no especificadas","ENVENENAMIENTO POR OTRAS DROGAS Y SUSTANCIAS BIOLÓGICAS Y POR LAS NO ESPECIFICADAS",1,2.43516376476318
"93","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia","ASFIXIA",4,9.74065505905272
"94","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",6,14.6109825885791
"95","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo superficial de la cabeza","TRAUMATISMO SUPERFICIAL DE LA CABEZA PARTE NO ESPECIFICADA",1,2.43516376476318
"96","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DEL CUELLO DEL FÉMUR",1,2.43516376476318
"97","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURAS DE OTRAS PARTES DEL FÉMUR",1,2.43516376476318
"98","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales","TRAUMATISMO DE ÓRGANO INTRAABDOMINAL NO ESPECIFICADO",1,2.43516376476318
"99","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte","OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO",3,7.30549129428954
"100","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados","TRAUMATISMOS MULTIPLES NO ESPECIFICADOS",5,12.1758188238159
"101","Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama","TUMOR MALIGNO DE LA MAMA PARTE NO ESPECIFICADA",3,7.30549129428954
"102","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Síndromes mielodisplásicos","SÍNDROME MIELODISPLÁSICO SIN OTRA ESPECIFICACIÓN",1,2.43516376476318
"103","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE HÍGADO DE VESÍCULA BILIAR Y CONDUCTO BILIAR",2,4.87032752952636
"104","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS",1,2.43516376476318
"105","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de otros sitios y de los no especificados","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS ESPECIFICADOS",1,2.43516376476318
"106","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL SISTEMA NERVIOSO CENTRAL SITIO NO ESPECIF.",1,2.43516376476318
"107","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno de otros sitios y de los sitios mal definidos","TUMOR MALIGNO DE LA CABEZA CARA Y CUELLO",1,2.43516376476318
"108","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO NO ESPECIFICADO",2,4.87032752952636
"109","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia de células de tipo no especificado","LEUCEMIA AGUDA CÉLULAS DE TIPO NO ESPECIFICADO",1,2.43516376476318
"110","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOBLÁSTICA AGUDA AML O LMA",1,2.43516376476318
"111","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOIDE SIN OTRA ESPECIFICACIÓN",1,2.43516376476318
"112","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado","LINFOMA NO HODGKIN NO ESPECIFICADO",2,4.87032752952636
"113","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Mieloma múltiple y tumores de células plasmáticas","MIELOMA MÚLTIPLE",2,4.87032752952636
"114","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria","TUMOR MALIGNO DE LA VEJIGA URINARIA PARTE NO ESPECIFICADA",2,4.87032752952636
"115","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal","TUMOR MALIGNO DEL RIÑÓN EXCEPTO DE LA PELVIS RENAL",3,7.30549129428954
"116","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar","TUMOR MALIGNO DE LA VESÍCULA BILIAR",4,9.74065505905272
"117","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares","TUMOR MALIGNO DE LA AMPOLLA DE VATER",1,2.43516376476318
"118","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON ASCENDENTE",1,2.43516376476318
"119","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON PARTE NO ESPECIFICADA",3,7.30549129428954
"120","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del esófago","TUMOR MALIGNO DEL ESÓFAGO PARTE NO ESPECIFICADA",2,4.87032752952636
"121","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago","TUMOR MALIGNO DEL ESTOMAGO PARTE NO ESPECIFICADA",9,21.9164738828686
"122","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE CÉLULAS HEPÁTICAS",1,2.43516376476318
"123","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE VÍAS BILIARES INTRAHEPATICAS",2,4.87032752952636
"124","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","TUMOR MALIGNO DEL HÍGADO NO ESPECIFICADO",1,2.43516376476318
"125","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DEL PÁNCREAS PARTE NO ESPECIFICADA",3,7.30549129428954
"126","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto","TUMOR MALIGNO DEL RECTO",1,2.43516376476318
"127","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuello del útero","TUMOR MALIGNO DEL CUELLO DEL ÚTERO SIN OTRA ESPECIFICACIÓN",4,9.74065505905272
"128","Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del ovario","TUMOR MALIGNO DEL OVARIO",2,4.87032752952636
"129","Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno de la próstata","TUMOR MALIGNO DE LA PRÓSTATA",6,14.6109825885791
"130","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN PARTE NO ESPECIFICADA",10,24.3516376476318
"131","Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Tumor maligno del peritoneo y del retroperitoneo","TUMOR MALIGNO DEL PERITONEO SIN OTRA ESPECIFICACIÓN",1,2.43516376476318
"132","Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la glándula parótida","TUMOR MALIGNO DE LA GLÁNDULA PARÓTIDA",1,2.43516376476318
"133","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL ENCÉFALO PARTE NO ESPECIFICADA",2,4.87032752952636
"134","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL LÓBULO FRONTAL",1,2.43516376476318
