"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Ciertas afecciones originadas en el período perinatal","Trastornos respiratorios y cardiovasculares específicos del período perinatal","Dificultad respiratoria del recién nacido","SINDROME DE DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO",3,0.294248039327231
"Ciertas afecciones originadas en el período perinatal","Trastornos respiratorios y cardiovasculares específicos del período perinatal","Hemorragia pulmonar originada en el período perinatal","HEMORRAGIA PULMÓNAR NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL",2,0.196165359551488
"Ciertas afecciones originadas en el período perinatal","Trastornos respiratorios y cardiovasculares específicos del período perinatal","Neumonía congénita","NEUMONIA CONGENITA ORGANISMO NO ESPECIFICADO",1,0.0980826797757438
"Ciertas afecciones originadas en el período perinatal","Trastornos respiratorios y cardiovasculares específicos del período perinatal","Trastornos cardiovasculares originados en el período perinatal","INSUFICIENCIA CARDIACA NEONATAL",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedad por virus de la inmunodeficiencia humana [VIH]","Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante  en tumores malignos","ENFERMEDAD POR VIH RESULTANTE EN OTROS TUMORES MALIGNOS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedad por virus de la inmunodeficiencia humana [VIH]","Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias","ENFERMEDAD POR VIH RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedad por virus de la inmunodeficiencia humana [VIH]","Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias","ENFERMEDAD POR VIH RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedad por virus de la inmunodeficiencia humana [VIH]","Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en otras afecciones","ENFERMEDAD POR VIH RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedad por virus de la inmunodeficiencia humana [VIH]","Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en otras enfermedades especificadas","ENFERMEDAD POR VIH RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedades infecciosas intestinales","Otras gastroenteritis y colitis de origen infeccioso y no especificado","GASTROENTERITIS Y COLITIS DE ORIGEN NO ESPECIFICADO",16,1.5693228764119
"Ciertas enfermedades infecciosas y parasitarias","Enfermedades infecciosas intestinales","Otras gastroenteritis y colitis de origen infeccioso y no especificado","OTRAS GASTROENTERITIS Y COLITIS NO ESPECIFICADAS DE ORIGEN INFECCIOSO",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedades infecciosas intestinales","Otras infecciones debidas a Salmonella","ENTERITIS DEBIDA A SALMONELLA",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Enfermedades infecciosas intestinales","Otras infecciones intestinales bacterianas","ENTEROCOLITIS DEBIDA A CLOSTRIDIUM DIFFICILE",2,0.196165359551488
"Ciertas enfermedades infecciosas y parasitarias","Enfermedades infecciosas intestinales","Otras infecciones intestinales bacterianas","INFECCION INTESTINAL BACTERIANA NO ESPECIFICADA",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Hepatitis viral","Otras hepatitis virales agudas","HEPATITIS VIRAL AGUDA NO ESPECIFICADA",3,0.294248039327231
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Infecciones del sistema nervioso central por virus atípico","ENFERMEDAD DE CREUTZFELDT-JAKOB",13,1.27507483708467
"Ciertas enfermedades infecciosas y parasitarias","infecciones del sistema nervioso central","Meningitis viral","MENINGITIS VIRAL SIN OTRA ESPECIFICACIÓN",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Aspergilosis","OTRAS ASPERGILOSIS PULMÓNARES",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Micosis","Candidiasis","CANDIDIASIS DE OTROS SITIOS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","INFECCIÓN BACTERIANA NO ESPECIFICADA",4,0.392330719102975
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Infección bacteriana de sitio no especificado","OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Listeriosis","MENINGITIS Y MENINGOENCEFALITIS LISTERIANA",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","OTRAS SEPTICEMIAS ESPECIFICADAS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA DEBIDA A ANAEROBIOS",2,0.196165359551488
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades bacterianas","Otras septicemias","SEPTICEMIA NO ESPECIFICADA",41,4.02138987080549
"Ciertas enfermedades infecciosas y parasitarias","Otras enfermedades virales","Otras enfermedades virales, no clasificadas en otra parte","SÍNDROME (CARDIO)- PULMÓNAR POR HANTAVIRUS",2,0.196165359551488
"Ciertas enfermedades infecciosas y parasitarias","Secuelas de enfermedades infecciosas y parasitarias","Secuelas de poliomielitis","SECUELAS DE POLIOMIELITIS",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Secuelas de enfermedades infecciosas y parasitarias","Secuelas de tuberculosis","SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA",10,0.980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis del sistema nervioso","MENINGITIS TUBERCULOSA",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis miliar","TUBERCULOSIS MILIAR SIN OTRA ESPECIFICACIÓN",1,0.0980826797757438
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","TUBERCULOSIS DE PULMÓN SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",4,0.392330719102975
"Ciertas enfermedades infecciosas y parasitarias","Tuberculosis","Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente","TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA S/MENCIÓN DE CONFIRMAC. BACTERIOLOG. O HISTOLÓGICA",2,0.196165359551488
"Códigos para propósitos especiales","Asignación provisoria de nuevas afecciones de etiología incierta","Uso emergente de U07","COVID-19 virus identificado",1241,121.720605601698
"Códigos para propósitos especiales","Asignación provisoria de nuevas afecciones de etiología incierta","Uso emergente de U07","COVID-19 virus no identificado",319,31.2883748484623
"Embarazo, parto y puerperio","Otras afecciones obstétricas no clasificadas en otra parte","Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto","Muerte por causa obstétrica indirecta que ocurre después de 42 días pero antes de un año del parto",1,0.0980826797757438
"Enfermedades de la piel y del tejido subcutáneo","Infecciones de la piel y del tejido subcutáneo","Celulitis","CELULITIS DE OTRAS PARTES DE LOS MIEMBROS",4,0.392330719102975
"Enfermedades de la piel y del tejido subcutáneo","Infecciones de la piel y del tejido subcutáneo","Pioderma","INFECCION LOCAL DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO NO ESPECIFICADA",27,2.64823235394508
"Enfermedades de la piel y del tejido subcutáneo","Otros trastornos de la piel y del tejido subcutáneo","Lupus eritematoso","LUPUS ERITEMATOSO DISCOIDE",1,0.0980826797757438
"Enfermedades de la piel y del tejido subcutáneo","Otros trastornos de la piel y del tejido subcutáneo","Úlcera de de cúbito","ÚLCERA DE DECÚBITO ETAPA IV",1,0.0980826797757438
"Enfermedades de la piel y del tejido subcutáneo","Otros trastornos de la piel y del tejido subcutáneo","Úlcera de de cúbito","ÚLCERA DE DECÚBITO Y POR ÁREA DE PRESIÓN NO ESPECIFICADA",28,2.74631503372083
"Enfermedades de la piel y del tejido subcutáneo","Otros trastornos de la piel y del tejido subcutáneo","Úlcera de miembro inferior, no clasificada en otra parte","ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE",1,0.0980826797757438
"Enfermedades de la piel y del tejido subcutáneo","Urticaria y eritema","Eritema multiforme","NECROLISIS EPIDERMICA TOXICA (LYELL)",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias aplásticas y otras anemias","Anemia posthemorrágica aguda","ANEMIA POSTHEMORRAGICA AGUDA",3,0.294248039327231
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias aplásticas y otras anemias","Otras anemias","ANEMIA DE TIPO NO ESPECIFICADO",11,1.07890947753318
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias aplásticas y otras anemias","Otras anemias aplásticas","ANEMIA A PLÁSTICA CONSTITUCIONAL",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias aplásticas y otras anemias","Otras anemias aplásticas","ANEMIA A PLÁSTICA SIN OTRA ESPECIFICACIÓN",7,0.686578758430206
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias nutricionales","Anemias por deficiencia de hierro","ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACIÓN",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Anemias nutricionales","Otras anemias nutricionales","ANEMIA NUTRICIONAL NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Ciertos trastornos que afectan el mecanismo de la inmunidad","Otras inmunodeficiencias","INMUNODEFICIENCIA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Ciertos trastornos que afectan el mecanismo de la inmunidad","Sarcoidosis","SARCOIDOSIS DE OTROS SITIOS ESPECIFICADOS O DE SITIOS COMBINADOS",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Ciertos trastornos que afectan el mecanismo de la inmunidad","Sarcoidosis","SARCOIDOSIS DE SITIO NO ESPECIFICADO",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Defectos de la coagulación, púrpura y otras afecciones hemorrágicas","Otros defectos de la coagulación","DEFECTO DE LA COAGULACIÓN NO ESPECIFICADO",2,0.196165359551488
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Defectos de la coagulación, púrpura y otras afecciones hemorrágicas","Otros defectos de la coagulación","OTROS DEFECTOS ESPECIFICADOS DE LA COAGULACIÓN",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Defectos de la coagulación, púrpura y otras afecciones hemorrágicas","Púrpura y otras afecciones hemorrágicas","OTRAS PURPURAS NO TROMBOCITOPENICAS",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Defectos de la coagulación, púrpura y otras afecciones hemorrágicas","Púrpura y otras afecciones hemorrágicas","PURPURA TROMBOCITOPENICA IDIOPÁTICA",2,0.196165359551488
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Defectos de la coagulación, púrpura y otras afecciones hemorrágicas","Púrpura y otras afecciones hemorrágicas","TROMBOCITOPENIA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan el mecanismo de la inmunidad","Otras enfermedades de la sangre y de los órganos hematopoyéticos","Agranulocitosis","AGRANULOCITOSIS",1,0.0980826797757438
"Enfermedades del ojo y sus anexos","Trastornos del cuerpo vítreo y del globo ocular","Trastornos del globo ocular","ENDOFTALMITIS PURULENTA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar","Embolia pulmonar","EMBOLIA PULMÓNAR SIN MENCION DE CORAZÓN PULMÓNAR AGUDO",28,2.74631503372083
"Enfermedades del sistema circulatorio","Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar","Otras enfermedades cardiopulmonares","ENFERMEDAD PULMÓNAR DEL CORAZÓN NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar","Otras enfermedades cardiopulmonares","OTRAS HIPERTENSIONES PULMÓNARES SECUNDARIAS",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cardíacas reumáticas crónicas","Enfermedades reumáticas de la válvula mitral","ENFERMEDAD VÁLVULAR MITRAL NO ESPECIFICADA",5,0.490413398878719
"Enfermedades del sistema circulatorio","Enfermedades cardíacas reumáticas crónicas","Enfermedades valvulares múltiples","TRASTORNOS DE LAS VÁLVULAS MITRAL Y AORTICA",6,0.588496078654463
"Enfermedades del sistema circulatorio","Enfermedades cardíacas reumáticas crónicas","Otras enfermedades reumáticas del corazón","ENFERMEDAD REUMATICA DEL CORAZÓN NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico","ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO",120,11.7699215730893
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia intraencefálica","HEMORRAGIA INTRACEREBRAL EN HEMISFERIO CORTICAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia intraencefálica","HEMORRAGIA INTRAENCEFALICA EN CEREBELO",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia intraencefálica","HEMORRAGIA INTRAENCEFALICA EN TALLO CEREBRAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia intraencefálica","HEMORRAGIA INTRAENCEFALICA INTRAVENTRICULAR",5,0.490413398878719
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia intraencefálica","HEMORRAGIA INTRAENCEFALICA NO ESPECIFICADA",93,9.12168921914417
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia subaracnoidea","HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACION CAROTIDEA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia subaracnoidea","HEMORRAGIA SUBARACNOIDEA NO ESPECIFICADA",23,2.25590163484211
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Hemorragia subaracnoidea","OTRAS HEMORRAGIAS SUBARACNOIDEAS",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Infarto cerebral","INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Infarto cerebral","INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS CEREBRALES",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Infarto cerebral","INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Infarto cerebral","INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS PRECEREBRALES",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Infarto cerebral","INFARTO CEREBRAL NO ESPECIFICADO",7,0.686578758430206
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras enfermedades cerebrovasculares","ATEROSCLEROSIS CEREBRAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras enfermedades cerebrovasculares","ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADA",3,0.294248039327231
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras enfermedades cerebrovasculares","OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS",71,6.96387026407781
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras hemorragias intracraneales no traumáticas","HEMORRAGIA INTRACRANEAL (NO TRAUMATICA) NO ESPECIFICADA",7,0.686578758430206
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Otras hemorragias intracraneales no traumáticas","HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA)",10,0.980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADA COMO HEMORRAGICA U OCLUSIVA",155,15.2028153652403
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE HEMORRAGIA INTRAENCEFALICA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE HEMORRAGIA SUBARACNOIDEA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE INFARTO CEREBRAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS",8,0.78466143820595
"Enfermedades del sistema circulatorio","Enfermedades cerebrovasculares","Secuelas de enfermedad cerebrovascular","SECUELAS DE OTRAS HEMORRAGIAS INTRACRANEALES NO TRAUMATICAS",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Aneurisma y disección aórticos","DISECCION DE AORTA (CUALQUIER PARTE)",8,0.78466143820595
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Aneurisma y disección aórticos","RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL",6,0.588496078654463
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Aneurisma y disección aórticos","RUPTURA DE ANEURISMA DE LA AORTA TORACICA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Embolia y trombosis arteriales","EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Embolia y trombosis arteriales","EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Embolia y trombosis arteriales","EMBOLIA Y TROMBOSIS DE OTRAS PORCIONES Y LAS NO ESPECIFICADAS DE LA AORTA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otras enfermedades vasculares periféricas","ENFERMEDAD VASCULAR PERIFERICA NO ESPECIFICADA",9,0.882744117981694
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otros aneurismas","ANEURISMA Y DISECCIÓN DE ARTERIA ILIACA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otros aneurismas","ANEURISMA Y DISECCIÓN DE SITIO NO ESPECIFICADO",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otros trastornos arteriales o arteriolares","ARTERITIS NO ESPECIFICADA",3,0.294248039327231
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otros trastornos arteriales o arteriolares","ESTRECHEZ ARTERIAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las arterias, de las arteriolas y de los vasos capilares","Otros trastornos arteriales o arteriolares","FISTULA ARTERIOVENOSA ADQUIRIDA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Flebitis y tromboflebitis","FLEBITIS Y TROMBOFLEBITIS DE LA VENA FEMORAL",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Flebitis y tromboflebitis","FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES",8,0.78466143820595
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Otras embolias y trombosis venosas","EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Otros trastornos de las venas","INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA)",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Várices esofágicas","VARICES ESOFAGICAS CON HEMORRAGIA",4,0.392330719102975
"Enfermedades del sistema circulatorio","Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificadas en otra parte","Venas varicosas de los miembros inferiores","VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA",2,0.196165359551488
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardíaca hipertensiva","ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA)",122,11.9660869326407
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardíaca hipertensiva","ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA)",41,4.02138987080549
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL",3,0.294248039327231
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIAS CARDIACA Y RENAL (CONGESTIVA)",33,3.23672843259954
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad cardiorrenal hipertensiva","ENFERMEDAD CARDIORRENAL HIPERTENSIVA NO ESPECIFICADA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Enfermedad renal hipertensiva","ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL",53,5.19838202811442
"Enfermedades del sistema circulatorio","Enfermedades hipertensivas","Hipertensión esencial (primaria)","HIPERTENSION ESENCIAL (PRIMARIA)",163,15.9874768034462
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ANEURISMA DE ARTERIA CORONARIA",1,0.0980826797757438
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN",32,3.1386457528238
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN NO ESPECIFICADA",79,7.74853170228376
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Enfermedad isquémica crónica del corazón","OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN",3,0.294248039327231
"Enfermedades del sistema circulatorio","Enfermedades isquémicas del corazón","Infarto agudo del miocardio","INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION",277,27.168902297881
