"","sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"31","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA CONGESTIVA",2,4.87032752952636
"32","Enfermedades del sistema circulatorio","Otras formas de enfermedad del corazón","Otras arritmias cardiacas","ARRITMIA CARDIACA NO ESPECIFICADA",1,2.43516376476318
"33","Enfermedades del sistema digestivo","Enfermedades del esófago, del estómago y del duodeno","Otras enfermedades del esófago","PERFORACION DEL ESOFAGO",1,2.43516376476318
"34","Enfermedades del sistema digestivo","Enfermedades del hígado","Enfermedad alcohólica del hígado","ENFERMEDAD HEPATICA ALCOHOLICA NO ESPECIFICADA",4,9.74065505905272
"35","Enfermedades del sistema digestivo","Enfermedades del hígado","Fibrosis y cirrosis del hígado","OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS",2,4.87032752952636
"36","Enfermedades del sistema digestivo","Enfermedades del hígado","Insuficiencia hepática, no clasificada en otra parte","INSUFICIENCIA HEPATICA NO ESPECIFICADA",1,2.43516376476318
"37","Enfermedades del sistema digestivo","Enfermedades del hígado","Otras enfermedades del hígado","ENFERMEDAD DEL HÍGADO NO ESPECIFICADA",4,9.74065505905272
"38","Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS AGUDA",1,2.43516376476318
"39","Enfermedades del sistema digestivo","Enfermedades del peritoneo","Peritonitis","PERITONITIS NO ESPECIFICADA",1,2.43516376476318
"40","Enfermedades del sistema digestivo","Hernia","Hernia umbilical","HERNIA UMBILICAL CON OBSTRUCCION SIN GANGRENA",1,2.43516376476318
"41","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Ileo paralítico y obstrucción intestinal sin hernia","OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS",5,12.1758188238159
"42","Enfermedades del sistema digestivo","Otras enfermedades de los intestinos","Trastornos vasculares de los intestinos","TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS",2,4.87032752952636
"43","Enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","Otras enfermedades del sistema digestivo","HEMORRAGIA GASTROINTESTINAL NO ESPECIFICADA",1,2.43516376476318
"44","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Otras enfermedades de las vías biliares","COLANGITIS",1,2.43516376476318
"45","Enfermedades del sistema digestivo","Trastornos de la vesícula biliar, de las vías biliares y del páncreas","Pancreatitis aguda","PANCREATITIS BILIAR AGUDA",1,2.43516376476318
"46","Enfermedades del sistema genitourinario","Enfermedad renal tubulointersticial","Nefritis tubulointersticial aguda","NEFRITIS TUBULOINTERSTICIAL AGUDA",3,7.30549129428954
"47","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA ESTADIO 5",1,2.43516376476318
"48","Enfermedades del sistema genitourinario","Insuficiencia renal","Enfermedad (Insuficiencia) renal crónica","ENFERMEDAD RENAL CRÓNICA NO ESPECIFICADA",1,2.43516376476318
"49","Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal aguda","INSUFICIENCIA RENAL AGUDA NO ESPECIFICADA",1,2.43516376476318
"50","Enfermedades del sistema genitourinario","Insuficiencia renal","Insuficiencia renal no especificada","INSUFICIENCIA RENAL NO ESPECIFICADA",1,2.43516376476318
"51","Enfermedades del sistema genitourinario","Otras enfermedades del sistema urinario","Otros trastornos del sistema urinario","INFECCION DE VÍAS URINARIAS SITIO NO ESPECIFICADO",2,4.87032752952636
"52","Enfermedades del sistema nervioso central","Meningitis bacteriana, no clasificada en otra parte","Meningitis bacteriana, no clasificada en otra parte","MENINGITIS BACTERIANA NO ESPECIFICADA",1,2.43516376476318
"53","Enfermedades del sistema nervioso central","Otras enfermedades degenerativas del sistema nervioso","Enfermedad de Alzheimer","ENFERMEDAD DE ALZHEIMER NO ESPECIFICADA",6,14.6109825885791
"54","Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Otros trastornos del encéfalo","LESIÓN CEREBRAL ANOXICA NO CLASIFICADA EN OTRA PARTE",1,2.43516376476318
"55","Enfermedades del sistema nervioso central","Otros trastornos del sistema nervioso","Trastornos del sistema nervioso autónomo","DEGENERACION DE SISTEMAS MULTIPLES",1,2.43516376476318
"56","Enfermedades del sistema nervioso central","Trastornos extrapiramidales y del movimiento","Enfermedad de Parkinson","ENFERMEDAD DE PARKINSON",3,7.30549129428954
"57","Enfermedades del sistema osteomuscular y del tejido conjuntivo","Trastornos sistémicos del tejido conjuntivo","Esclerosis sistémica","OTRAS FORMAS DE ESCLEROSIS SISTEMICA",1,2.43516376476318
"58","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Asma","ASMA NO ESPECIFICADO",1,2.43516376476318
"59","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES",4,9.74065505905272
"60","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA NO ESPECIFICADA",1,2.43516376476318
"61","Enfermedades del sistema respiratorio","Enfermedades crónicas de las vías respiratorias inferiores","Otras enfermedades pulmonares obstructivas crónicas","OTRAS ENFERMEDADES PULMÓNARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS",1,2.43516376476318
"62","Enfermedades del sistema respiratorio","Enfermedades del pulmón debidas a agentes externos","Neumonitis debida a sólidos y líquidos","NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO",1,2.43516376476318
"63","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía bacteriana, no clasificada en otra parte","NEUMONIA BACTERIANA NO ESPECIFICADA",2,4.87032752952636
"64","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA LOBAR NO ESPECIFICADA",1,2.43516376476318
"65","Enfermedades del sistema respiratorio","Influenza [gripe] y neumonía","Neumonía, organismo no especificado","NEUMONIA NO ESPECIFICADA",4,9.74065505905272
"66","Enfermedades del sistema respiratorio","Otras enfermedades de la pleura","Derrame pleural no clasificado en otra parte","DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE",1,2.43516376476318
"67","Enfermedades del sistema respiratorio","Otras enfermedades del sistema respiratorio","Otros trastornos respiratorios","OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS",2,4.87032752952636
"68","Enfermedades del sistema respiratorio","Otras enfermedades respiratorias que afectan principalmente al intersticio","Otras enfermedades pulmonares intersticiales","OTRAS ENFERMEDADES PULMÓNARES INTERSTICIALES CON FIBROSIS",7,17.0461463533423
"69","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica de grado moderado y leve","DESNUTRICIÓN PROTEICOCALORICA MODERADA",1,2.43516376476318
"70","Enfermedades endocrinas, nutricionales y metabólicas","Desnutrición","Desnutrición proteicocalórica, no especificada","DESNUTRICIÓN PROTEICOCALORICA NO ESPECIFICADA",1,2.43516376476318
"71","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES",1,2.43516376476318
"72","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS",1,2.43516376476318
"73","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus no insulinodependiente","DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN",2,4.87032752952636
"74","Enfermedades endocrinas, nutricionales y metabólicas","Diabetes mellitus","Diabetes mellitus, no especificada","DIABETES MELLITUS NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS",2,4.87032752952636
"75","Enfermedades endocrinas, nutricionales y metabólicas","Otros trastornos de la regulación de la glucosa y de la secreción interna del páncreas","Otros trastornos de la secreción interna del páncreas","HIPOGLICEMIA NO ESPECIFICADA",1,2.43516376476318
"76","Enfermedades endocrinas, nutricionales y metabólicas","Trastornos metabólicos","Trastornos del metabolismo de las lipoproteínas y otras lipidemias","HIPERLIPIDEMIA NO ESPECIFICADA",1,2.43516376476318
"77","Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Síndrome de Down","SINDROME DE DOWN NO ESPECIFICADO",1,2.43516376476318
"78","Malformaciones congénitas, deformidades y anomalías cromosómicas","Anomalías cromosómicas, no clasificadas en otra parte","Síndrome de Edwards y síndrome  de Patau","SINDROME DE EDWARDS NO ESPECIFICADO",1,2.43516376476318
"79","Malformaciones congénitas, deformidades y anomalías cromosómicas","Otras malformaciones congénitas","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas","SINDROMES DE MALFORMACIONES CONGÉNITAS ASOCIADAS PRINCIPALMENTE CON ESTATURA BAJA",1,2.43516376476318
"80","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras causas mal definidas y las no especificadas de mortalidad","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD",11,26.786801412395
"81","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Causas de mortalidad mal definidas y desconocidas","Otras muertes súbitas de causa desconocida","MUERTE INSTANTÁNEA",1,2.43516376476318
"82","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Choque, no clasificado en otra parte","CHOQUE CARDIOGENICO",1,2.43516376476318
"83","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos generales","Otros síntomas y signos generales","OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS",4,9.74065505905272
"84","Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","Síntomas y signos que involucran los sistemas nervioso y osteomuscular","Anormalidades de la marcha y de la movilidad","INMOVILIDAD",1,2.43516376476318
"85","Trastornos mentales y del comportamiento","Trastornos mentales orgánicos, incluidos los trastornos sintomáticos","Demencia , no especificada","DEMENCIA NO ESPECIFICADA",3,7.30549129428954
"86","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia","ASFIXIA",5,12.1758188238159
"87","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de otras causas externas","AHOGAMIENTO Y SUMERSION NO MORTAL",1,2.43516376476318
"88","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN EL 90 O MAS DE LA SUPERFICIE DEL CUERPO",1,2.43516376476318
"89","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de la cabeza","SECUELAS DE TRAUMATISMO INTRACRANEAL",1,2.43516376476318
"90","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",2,4.87032752952636
"91","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DEL CUELLO DEL FÉMUR",1,2.43516376476318
"92","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA PERTROCANTERIANA",1,2.43516376476318
"93","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo de otros órganos intratorácicos y de los no especificados","OTROS TRAUMATISMOS DEL PULMÓN",1,2.43516376476318
"94","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte","OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO",1,2.43516376476318
"95","Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados","TRAUMATISMOS MULTIPLES NO ESPECIFICADOS",3,7.30549129428954
"96","Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Melanoma maligno de la piel","MELANOMA MALIGNO DE PIEL SITIO NO ESPECIFICADO",2,4.87032752952636
"97","Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Otros tumores malignos de la piel","TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO",1,2.43516376476318
"98","Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Otros tumores malignos de la piel","TUMOR MALIGNO DE LA PIEL SITIO NO ESPECIFICADO",1,2.43516376476318
"99","Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama","TUMOR MALIGNO DE LA MAMA PARTE NO ESPECIFICADA",3,7.30549129428954
"100","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Síndromes mielodisplásicos","SÍNDROME MIELODISPLÁSICO SIN OTRA ESPECIFICACIÓN",1,2.43516376476318
"101","Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO SUPRATENTORIAL",3,7.30549129428954
"102","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO DE SITIO PRIMARIO DESCONOCIDO ASÍ DESCRITO",2,4.87032752952636
"103","Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados","TUMOR MALIGNO NO ESPECIFICADO",3,7.30549129428954
"104","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia de células de tipo no especificado","LEUCEMIA NO ESPECIFICADA",2,4.87032752952636
"105","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia linfoide","LEUCEMIA LINFOBLASTICA AGUDA ALL O LLA",1,2.43516376476318
"106","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOBLÁSTICA AGUDA AML O LMA",1,2.43516376476318
"107","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide","LEUCEMIA MIELOIDE CRÓNICA LMC BCR/ABL-POSITIVA",1,2.43516376476318
"108","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado","LINFOMA NO HODGKIN NO ESPECIFICADO",2,4.87032752952636
"109","Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Mieloma múltiple y tumores de células plasmáticas","MIELOMA MÚLTIPLE",3,7.30549129428954
"110","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria","TUMOR MALIGNO DE LA VEJIGA URINARIA PARTE NO ESPECIFICADA",1,2.43516376476318
"111","Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal","TUMOR MALIGNO DEL RIÑÓN EXCEPTO DE LA PELVIS RENAL",1,2.43516376476318
"112","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar","TUMOR MALIGNO DE LA VESÍCULA BILIAR",2,4.87032752952636
"113","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon","TUMOR MALIGNO DEL COLON PARTE NO ESPECIFICADA",1,2.43516376476318
"114","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago","TUMOR MALIGNO DEL ESTOMAGO PARTE NO ESPECIFICADA",5,12.1758188238159
"115","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","CARCINOMA DE CÉLULAS HEPÁTICAS",2,4.87032752952636
"116","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas","TUMOR MALIGNO DEL HÍGADO NO ESPECIFICADO",2,4.87032752952636
"117","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DE LA CABEZA DEL PÁNCREAS",1,2.43516376476318
"118","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas","TUMOR MALIGNO DEL PÁNCREAS PARTE NO ESPECIFICADA",1,2.43516376476318
"119","Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto","TUMOR MALIGNO DEL RECTO",3,7.30549129428954
"120","Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno de la próstata","TUMOR MALIGNO DE LA PRÓSTATA",5,12.1758188238159
"121","Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN PARTE NO ESPECIFICADA",4,9.74065505905272
"122","Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de otras partes y de las no especificadas de la lengua","TUMOR MALIGNO DE LA LENGUA PARTE NO ESPECIFICADA",1,2.43516376476318
"123","Tumores [Neoplasias]","Tumores malignos del ojo, del encéfalo y de otras partes del sistema nervioso central","Tumor maligno del encéfalo","TUMOR MALIGNO DEL ENCÉFALO PARTE NO ESPECIFICADA",3,7.30549129428954
